Meadow,Site,MS,Elevation,Species1,Species2,Schoener,DipteraVsPlants
a,2,a2,984.9,ProportionPolygala alpestris,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionPolygonum aviculare,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionPotentilla sp#,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionPrimula veris,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionPulsatilla sp#,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionReseda lutea,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionRhinanthus minor,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionRumex sp#,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionSambucus sp#,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionSaponaria ocymoides?,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionSedum album,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionSedum sp# yellow,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionSenecio sp#,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionSilene dioica,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionSilene nutans,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionSisymbrium officinale,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionSolanum dulgamara,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionSolidago virgaurea,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionSpiranthes spiralis,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionStachys officinalis,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionStachys recta,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionTaraxacum sp#,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionTragopodon pratensis,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionTrifolium badium,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionTrifolium campestre,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionTrolleis europaeus,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionUrtica dioica,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionVaccinium vitis-idaea,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionValeriana,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionVerbena officinalis,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionVeronica chamaedris,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionVeronica officinalis,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionVeronica sp#,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionVeronica spicata,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionVeronica teucrium,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionVicia cracca,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionVicia sepium,ProportionZDensityDipteraTOTAL,,x
a,2,a2,984.9,ProportionViola sp#,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionAconitum anthora,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionAconitum napellus,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionAegopodium podagraria,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionAjuga pyramidalis,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionAjuga reptans,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionAlchemilla sp#,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionAllium carinatum,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionAnacamptis pyramidalis,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionAnemone narcissiflora,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionAnthyllis vulneraria,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionArnica montana,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionAster amellus,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionAster bellidiastrum,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionAtroba belladonna,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionBellis perennis,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionBistorta vivipara,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionCapsella bursa-pastoris,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionCarduus defloratus,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionCarduus nutans,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionCarlina vulgaris,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionCentaurium sp#,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionCephalanthera longifolia,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionChenopodium sp#,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionCichorium intybus,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionCirsium arvense,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionCoeglossum viride,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionConvolvulus arvensis,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionConyza sp#,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionCrepis sp#,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionCrepis sp# 2,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionCrepis/Hieracium,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionCuscuta europaeae,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionDianthus sp#,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionEpilobium sp#,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionEuphorbia cyparissias,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionFragaria sp#,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionGentiana sp#,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionGentiana verna,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionGeranium sanguineum?,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionGeranium sp#,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionGeranium sylvaticum,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionGlobularia cardiflora,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionGymnadenia conopsea,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionLamium album,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionLathyrus sp#,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionMaianthemum bifolium,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionMalva neglecta,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionMedicago minima,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionMelampyrum sylvaticum,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionMycelis muralis,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionMyosotes sp#,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionNeottia ovata,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionOdontites luteus,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionOnobrychis vicifolia,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionOphrus apifera,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionOphrus insectifera,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionOrchis mascula,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionOriganum vulgare,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionParnassia palustris,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionPastinaca sativa,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionPhyteuma orbiculare,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionPlantago major,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionPlanthera bifolia,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionPlatanthera chlorantha,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionPolygala alpestris,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionPolygala comosa,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionPolygala vulgaris,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionPrimula veris,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionPulsatilla sp#,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionReseda lutea,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionRhinanthus minor,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionRumex sp#,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionSambucus sp#,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionSanguisorba minor,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionSaponaria ocymoides?,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionSenecio sp#,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionSilene dioica,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionSilene nutans,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionSisymbrium officinale,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionSolidago virgaurea,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionSpiranthes spiralis,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionStachys recta,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionThesium sp#,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionTragopodon pratensis,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionTrifolium badium,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionTrifolium campestre,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionTrolleis europaeus,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionVaccinium vitis-idaea,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionValeriana,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionVerbena officinalis,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionVeronica chamaedris,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionVeronica officinalis,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionVeronica sp#,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionVicia sepium,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionVincetoxicum hirundinaria,ProportionZDensityDipteraTOTAL,,x
a,3,a3,949.8,ProportionViola sp#,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionAcinos alpinus,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionAconitum anthora,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionAconitum napellus,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionAegopodium podagraria,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionAjuga pyramidalis,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionAjuga reptans,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionAlchemilla sp#,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionAnacamptis pyramidalis,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionAnemone narcissiflora,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionAnthericum ramosum,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionApiaceae sp#,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionArnica montana,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionAster amellus,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionAster bellidiastrum,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionAtroba belladonna,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionBistorta vivipara,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionBuphthalmum salicifolium,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionCapsella bursa-pastoris,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionCarduus defloratus,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionCarlina vulgaris,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionCephalanthera longifolia,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionChenopodium sp#,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionCichorium intybus,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionCoeglossum viride,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionConvolvulus arvensis,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionConyza sp#,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionCrepis sp#,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionCrepis sp# 2,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionCuscuta europaeae,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionDianthus sp#,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionEchium vulgare,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionEpilobium sp#,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionEuphorbia cyparissias,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionFragaria sp#,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionGentiana sp#,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionGeranium sanguineum?,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionGeranium sylvaticum,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionGlobularia cardiflora,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionGlobularia nudicaulis,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionGymnadenia conopsea,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionHippocrepis comosa,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionLamium album,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionLathyrus sp#,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionLigustrum vulgare,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionLotus maritimus,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionMaianthemum bifolium,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionMalva neglecta,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionMedicago minima,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionMycelis muralis,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionMyosotes sp#,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionNeottia ovata,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionOdontites luteus,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionOnobrychis vicifolia,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionOphrus apifera,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionOphrus insectifera,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionOrchis mascula,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionOriganum vulgare,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionPastinaca sativa,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionPhyteuma orbiculare,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionPlantago major,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionPlanthera bifolia,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionPlatanthera chlorantha,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionPolygala alpestris,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionPrimula veris,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionPulsatilla sp#,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionReseda lutea,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionRumex sp#,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionSambucus sp#,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionSanguisorba minor,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionSaponaria ocymoides?,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionSenecio sp#,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionSilene dioica,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionSilene nutans,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionSisymbrium officinale,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionSolanum dulgamara,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionSolidago virgaurea,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionSpiranthes spiralis,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionStachys recta,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionTaraxacum sp#,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionTeurium montanum,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionThesium sp#,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionTragopodon pratensis,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionTrifolium badium,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionTrifolium campestre,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionTrolleis europaeus,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionVaccinium vitis-idaea,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionValeriana,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionVerbena officinalis,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionVeronica officinalis,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionVicia sepium,ProportionZDensityDipteraTOTAL,,x
a,4,a4,1002.8,ProportionViola sp#,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionAconitum anthora,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionAconitum napellus,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionAegopodium podagraria,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionAjuga pyramidalis,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionAjuga reptans,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionAlchemilla sp#,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionAllium carinatum,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionAnacamptis pyramidalis,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionAnemone narcissiflora,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionAnthericum ramosum,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionArnica montana,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionAster amellus,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionAster bellidiastrum,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionBistorta vivipara,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionBuphthalmum salicifolium,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionCapsella bursa-pastoris,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionCarduus defloratus,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionCarlina vulgaris,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionCephalanthera longifolia,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionChenopodium sp#,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionCichorium intybus,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionCirsium arvense,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionCoeglossum viride,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionConvolvulus arvensis,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionConyza sp#,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionCrepis sp#,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionCrepis sp# 2,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionCuscuta europaeae,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionDianthus sp#,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionEpilobium sp#,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionFragaria sp#,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionGentiana sp#,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionGeranium pusillum,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionGeranium sanguineum?,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionGeranium sylvaticum,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionGlobularia cardiflora,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionGlobularia nudicaulis,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionGymnadenia conopsea,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionLamium album,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionLathyrus sp#,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionMaianthemum bifolium,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionMalva neglecta,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionMedicago minima,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionMelampyrum sylvaticum,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionMycelis muralis,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionMyosotes sp#,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionNeottia ovata,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionOdontites luteus,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionOnobrychis vicifolia,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionOphrus apifera,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionOphrus insectifera,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionOrchis mascula,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionOriganum vulgare,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionPastinaca sativa,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionPhyteuma orbiculare,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionPlantago major,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionPlanthera bifolia,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionPlatanthera chlorantha,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionPrimula veris,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionPulsatilla sp#,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionReseda lutea,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionRhinanthus minor,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionRumex sp#,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionSanguisorba minor,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionSaponaria ocymoides?,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionSenecio sp#,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionSilene dioica,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionSilene nutans,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionSisymbrium officinale,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionSolidago virgaurea,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionSpiranthes spiralis,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionStachys recta,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionTaraxacum sp#,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionThesium sp#,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionTragopodon pratensis,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionTrifolium badium,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionTrolleis europaeus,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionVaccinium vitis-idaea,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionValeriana,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionVerbena officinalis,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionVeronica officinalis,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionVeronica sp#,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionVeronica teucrium,ProportionZDensityDipteraTOTAL,,x
a,5,a5,1001,ProportionViola sp#,ProportionZDensityDipteraTOTAL,,x
