ID,Meadow,Site,MS,Elevation,Species1,Species2,Schoener,ColeopteraVsPlants
36484,a,1,a1,1020.6,ProportionAtroba belladonna,ProportionZDensityColeopteraTOTAL,,x
36486,a,1,a1,1020.6,ProportionBistorta vivipara,ProportionZDensityColeopteraTOTAL,,x
36490,a,1,a1,1020.6,ProportionCapsella bursa-pastoris,ProportionZDensityColeopteraTOTAL,,x
36491,a,1,a1,1020.6,ProportionCarduus defloratus,ProportionZDensityColeopteraTOTAL,,x
36497,a,1,a1,1020.6,ProportionCentaurium sp#,ProportionZDensityColeopteraTOTAL,,x
36498,a,1,a1,1020.6,ProportionCephalanthera longifolia,ProportionZDensityColeopteraTOTAL,,x
36500,a,1,a1,1020.6,ProportionChenopodium sp#,ProportionZDensityColeopteraTOTAL,,x
36501,a,1,a1,1020.6,ProportionCichorium intybus,ProportionZDensityColeopteraTOTAL,,x
36503,a,1,a1,1020.6,ProportionCirsium arvense,ProportionZDensityColeopteraTOTAL,,x
36505,a,1,a1,1020.6,ProportionCoeglossum viride,ProportionZDensityColeopteraTOTAL,,x
36506,a,1,a1,1020.6,ProportionConvolvulus arvensis,ProportionZDensityColeopteraTOTAL,,x
36508,a,1,a1,1020.6,ProportionCrepis sp#,ProportionZDensityColeopteraTOTAL,,x
36509,a,1,a1,1020.6,ProportionCrepis sp# 2,ProportionZDensityColeopteraTOTAL,,x
36512,a,1,a1,1020.6,ProportionCuscuta europaeae,ProportionZDensityColeopteraTOTAL,,x
36514,a,1,a1,1020.6,ProportionDianthus sp#,ProportionZDensityColeopteraTOTAL,,x
36516,a,1,a1,1020.6,ProportionEpilobium sp#,ProportionZDensityColeopteraTOTAL,,x
36519,a,1,a1,1020.6,ProportionFragaria sp#,ProportionZDensityColeopteraTOTAL,,x
36522,a,1,a1,1020.6,ProportionGentiana sp#,ProportionZDensityColeopteraTOTAL,,x
36525,a,1,a1,1020.6,ProportionGeranium sanguineum?,ProportionZDensityColeopteraTOTAL,,x
36527,a,1,a1,1020.6,ProportionGeranium sylvaticum,ProportionZDensityColeopteraTOTAL,,x
36528,a,1,a1,1020.6,ProportionGlobularia cardiflora,ProportionZDensityColeopteraTOTAL,,x
36529,a,1,a1,1020.6,ProportionGlobularia nudicaulis,ProportionZDensityColeopteraTOTAL,,x
36530,a,1,a1,1020.6,ProportionGymnadenia conopsea,ProportionZDensityColeopteraTOTAL,,x
36533,a,1,a1,1020.6,ProportionHippocrepis comosa,ProportionZDensityColeopteraTOTAL,,x
36536,a,1,a1,1020.6,ProportionLamium album,ProportionZDensityColeopteraTOTAL,,x
36538,a,1,a1,1020.6,ProportionLathyrus sp#,ProportionZDensityColeopteraTOTAL,,x
36540,a,1,a1,1020.6,ProportionLigustrum vulgare,ProportionZDensityColeopteraTOTAL,,x
36543,a,1,a1,1020.6,ProportionMaianthemum bifolium,ProportionZDensityColeopteraTOTAL,,x
36544,a,1,a1,1020.6,ProportionMalva neglecta,ProportionZDensityColeopteraTOTAL,,x
36548,a,1,a1,1020.6,ProportionMelampyrum sylvaticum,ProportionZDensityColeopteraTOTAL,,x
36549,a,1,a1,1020.6,ProportionMycelis muralis,ProportionZDensityColeopteraTOTAL,,x
36550,a,1,a1,1020.6,ProportionMyosotes sp#,ProportionZDensityColeopteraTOTAL,,x
36551,a,1,a1,1020.6,ProportionNeottia ovata,ProportionZDensityColeopteraTOTAL,,x
36552,a,1,a1,1020.6,ProportionOdontites luteus,ProportionZDensityColeopteraTOTAL,,x
36553,a,1,a1,1020.6,ProportionOnobrychis vicifolia,ProportionZDensityColeopteraTOTAL,,x
36555,a,1,a1,1020.6,ProportionOphrus apifera,ProportionZDensityColeopteraTOTAL,,x
36556,a,1,a1,1020.6,ProportionOphrus insectifera,ProportionZDensityColeopteraTOTAL,,x
36557,a,1,a1,1020.6,ProportionOrchis mascula,ProportionZDensityColeopteraTOTAL,,x
36559,a,1,a1,1020.6,ProportionOriganum vulgare,ProportionZDensityColeopteraTOTAL,,x
36560,a,1,a1,1020.6,ProportionParnassia palustris,ProportionZDensityColeopteraTOTAL,,x
36563,a,1,a1,1020.6,ProportionPhyteuma orbiculare,ProportionZDensityColeopteraTOTAL,,x
36566,a,1,a1,1020.6,ProportionPlantago major,ProportionZDensityColeopteraTOTAL,,x
36568,a,1,a1,1020.6,ProportionPlanthera bifolia,ProportionZDensityColeopteraTOTAL,,x
36569,a,1,a1,1020.6,ProportionPlatanthera chlorantha,ProportionZDensityColeopteraTOTAL,,x
36570,a,1,a1,1020.6,ProportionPolygala alpestris,ProportionZDensityColeopteraTOTAL,,x
36572,a,1,a1,1020.6,ProportionPolygala vulgaris,ProportionZDensityColeopteraTOTAL,,x
36576,a,1,a1,1020.6,ProportionPrimula veris,ProportionZDensityColeopteraTOTAL,,x
36578,a,1,a1,1020.6,ProportionPulsatilla sp#,ProportionZDensityColeopteraTOTAL,,x
36580,a,1,a1,1020.6,ProportionReseda lutea,ProportionZDensityColeopteraTOTAL,,x
36581,a,1,a1,1020.6,ProportionRhinanthus minor,ProportionZDensityColeopteraTOTAL,,x
36583,a,1,a1,1020.6,ProportionRubus sp#,ProportionZDensityColeopteraTOTAL,,x
36584,a,1,a1,1020.6,ProportionRumex sp#,ProportionZDensityColeopteraTOTAL,,x
36586,a,1,a1,1020.6,ProportionSambucus sp#,ProportionZDensityColeopteraTOTAL,,x
36587,a,1,a1,1020.6,ProportionSanguisorba minor,ProportionZDensityColeopteraTOTAL,,x
36588,a,1,a1,1020.6,ProportionSaponaria ocymoides?,ProportionZDensityColeopteraTOTAL,,x
36589,a,1,a1,1020.6,ProportionSedum album,ProportionZDensityColeopteraTOTAL,,x
36590,a,1,a1,1020.6,ProportionSedum sp# yellow,ProportionZDensityColeopteraTOTAL,,x
36591,a,1,a1,1020.6,ProportionSenecio sp#,ProportionZDensityColeopteraTOTAL,,x
36592,a,1,a1,1020.6,ProportionSilene dioica,ProportionZDensityColeopteraTOTAL,,x
36593,a,1,a1,1020.6,ProportionSilene nutans,ProportionZDensityColeopteraTOTAL,,x
36595,a,1,a1,1020.6,ProportionSisymbrium officinale,ProportionZDensityColeopteraTOTAL,,x
36596,a,1,a1,1020.6,ProportionSolanum dulgamara,ProportionZDensityColeopteraTOTAL,,x
36597,a,1,a1,1020.6,ProportionSolidago virgaurea,ProportionZDensityColeopteraTOTAL,,x
36598,a,1,a1,1020.6,ProportionSpiranthes spiralis,ProportionZDensityColeopteraTOTAL,,x
36600,a,1,a1,1020.6,ProportionStachys recta,ProportionZDensityColeopteraTOTAL,,x
36604,a,1,a1,1020.6,ProportionThesium sp#,ProportionZDensityColeopteraTOTAL,,x
36606,a,1,a1,1020.6,ProportionTragopodon pratensis,ProportionZDensityColeopteraTOTAL,,x
36607,a,1,a1,1020.6,ProportionTrifolium badium,ProportionZDensityColeopteraTOTAL,,x
36612,a,1,a1,1020.6,ProportionTrolleis europaeus,ProportionZDensityColeopteraTOTAL,,x
36613,a,1,a1,1020.6,ProportionUrtica dioica,ProportionZDensityColeopteraTOTAL,,x
36614,a,1,a1,1020.6,ProportionVaccinium vitis-idaea,ProportionZDensityColeopteraTOTAL,,x
36615,a,1,a1,1020.6,ProportionValeriana,ProportionZDensityColeopteraTOTAL,,x
36616,a,1,a1,1020.6,ProportionVerbena officinalis,ProportionZDensityColeopteraTOTAL,,x
36617,a,1,a1,1020.6,ProportionVeronica chamaedris,ProportionZDensityColeopteraTOTAL,,x
36618,a,1,a1,1020.6,ProportionVeronica officinalis,ProportionZDensityColeopteraTOTAL,,x
36619,a,1,a1,1020.6,ProportionVeronica sp#,ProportionZDensityColeopteraTOTAL,,x
36621,a,1,a1,1020.6,ProportionVeronica teucrium,ProportionZDensityColeopteraTOTAL,,x
36622,a,1,a1,1020.6,ProportionVicia cracca,ProportionZDensityColeopteraTOTAL,,x
36624,a,1,a1,1020.6,ProportionVincetoxicum hirundinaria,ProportionZDensityColeopteraTOTAL,,x
36625,a,1,a1,1020.6,ProportionViola sp#,ProportionZDensityColeopteraTOTAL,,x
78900,a,2,a2,984.9,ProportionAcinos alpinus,ProportionZDensityColeopteraTOTAL,,x
78901,a,2,a2,984.9,ProportionAconitum anthora,ProportionZDensityColeopteraTOTAL,,x
78902,a,2,a2,984.9,ProportionAconitum napellus,ProportionZDensityColeopteraTOTAL,,x
78903,a,2,a2,984.9,ProportionAegopodium podagraria,ProportionZDensityColeopteraTOTAL,,x
78905,a,2,a2,984.9,ProportionAjuga pyramidalis,ProportionZDensityColeopteraTOTAL,,x
78906,a,2,a2,984.9,ProportionAjuga reptans,ProportionZDensityColeopteraTOTAL,,x
78907,a,2,a2,984.9,ProportionAlchemilla sp#,ProportionZDensityColeopteraTOTAL,,x
78908,a,2,a2,984.9,ProportionAllium carinatum,ProportionZDensityColeopteraTOTAL,,x
78910,a,2,a2,984.9,ProportionAnemone narcissiflora,ProportionZDensityColeopteraTOTAL,,x
78912,a,2,a2,984.9,ProportionAnthyllis vulneraria,ProportionZDensityColeopteraTOTAL,,x
78913,a,2,a2,984.9,ProportionApiaceae sp#,ProportionZDensityColeopteraTOTAL,,x
78916,a,2,a2,984.9,ProportionArnica montana,ProportionZDensityColeopteraTOTAL,,x
78918,a,2,a2,984.9,ProportionAster amellus,ProportionZDensityColeopteraTOTAL,,x
78919,a,2,a2,984.9,ProportionAster bellidiastrum,ProportionZDensityColeopteraTOTAL,,x
78920,a,2,a2,984.9,ProportionAtroba belladonna,ProportionZDensityColeopteraTOTAL,,x
78921,a,2,a2,984.9,ProportionBellis perennis,ProportionZDensityColeopteraTOTAL,,x
78922,a,2,a2,984.9,ProportionBistorta vivipara,ProportionZDensityColeopteraTOTAL,,x
78926,a,2,a2,984.9,ProportionCapsella bursa-pastoris,ProportionZDensityColeopteraTOTAL,,x
78927,a,2,a2,984.9,ProportionCarduus defloratus,ProportionZDensityColeopteraTOTAL,,x
78928,a,2,a2,984.9,ProportionCarduus nutans,ProportionZDensityColeopteraTOTAL,,x
78933,a,2,a2,984.9,ProportionCentaurium sp#,ProportionZDensityColeopteraTOTAL,,x
78934,a,2,a2,984.9,ProportionCephalanthera longifolia,ProportionZDensityColeopteraTOTAL,,x
78935,a,2,a2,984.9,ProportionCerastium sp#,ProportionZDensityColeopteraTOTAL,,x
78936,a,2,a2,984.9,ProportionChenopodium sp#,ProportionZDensityColeopteraTOTAL,,x
78937,a,2,a2,984.9,ProportionCichorium intybus,ProportionZDensityColeopteraTOTAL,,x
78939,a,2,a2,984.9,ProportionCirsium arvense,ProportionZDensityColeopteraTOTAL,,x
78941,a,2,a2,984.9,ProportionCoeglossum viride,ProportionZDensityColeopteraTOTAL,,x
78942,a,2,a2,984.9,ProportionConvolvulus arvensis,ProportionZDensityColeopteraTOTAL,,x
78943,a,2,a2,984.9,ProportionConyza sp#,ProportionZDensityColeopteraTOTAL,,x
78944,a,2,a2,984.9,ProportionCrepis sp#,ProportionZDensityColeopteraTOTAL,,x
78945,a,2,a2,984.9,ProportionCrepis sp# 2,ProportionZDensityColeopteraTOTAL,,x
78946,a,2,a2,984.9,ProportionCrepis/Hieracium,ProportionZDensityColeopteraTOTAL,,x
78948,a,2,a2,984.9,ProportionCuscuta europaeae,ProportionZDensityColeopteraTOTAL,,x
78950,a,2,a2,984.9,ProportionDianthus sp#,ProportionZDensityColeopteraTOTAL,,x
78952,a,2,a2,984.9,ProportionEpilobium sp#,ProportionZDensityColeopteraTOTAL,,x
78953,a,2,a2,984.9,ProportionEuphorbia cyparissias,ProportionZDensityColeopteraTOTAL,,x
78955,a,2,a2,984.9,ProportionFragaria sp#,ProportionZDensityColeopteraTOTAL,,x
78956,a,2,a2,984.9,ProportionGalium sp#,ProportionZDensityColeopteraTOTAL,,x
78958,a,2,a2,984.9,ProportionGentiana sp#,ProportionZDensityColeopteraTOTAL,,x
78960,a,2,a2,984.9,ProportionGeranium pusillum,ProportionZDensityColeopteraTOTAL,,x
78961,a,2,a2,984.9,ProportionGeranium sanguineum?,ProportionZDensityColeopteraTOTAL,,x
78962,a,2,a2,984.9,ProportionGeranium sp#,ProportionZDensityColeopteraTOTAL,,x
78963,a,2,a2,984.9,ProportionGeranium sylvaticum,ProportionZDensityColeopteraTOTAL,,x
78964,a,2,a2,984.9,ProportionGlobularia cardiflora,ProportionZDensityColeopteraTOTAL,,x
78965,a,2,a2,984.9,ProportionGlobularia nudicaulis,ProportionZDensityColeopteraTOTAL,,x
78966,a,2,a2,984.9,ProportionGymnadenia conopsea,ProportionZDensityColeopteraTOTAL,,x
78968,a,2,a2,984.9,ProportionHieracium pilosella,ProportionZDensityColeopteraTOTAL,,x
78972,a,2,a2,984.9,ProportionLamium album,ProportionZDensityColeopteraTOTAL,,x
78974,a,2,a2,984.9,ProportionLathyrus sp#,ProportionZDensityColeopteraTOTAL,,x
78979,a,2,a2,984.9,ProportionMaianthemum bifolium,ProportionZDensityColeopteraTOTAL,,x
78980,a,2,a2,984.9,ProportionMalva neglecta,ProportionZDensityColeopteraTOTAL,,x
78982,a,2,a2,984.9,ProportionMedicago minima,ProportionZDensityColeopteraTOTAL,,x
78984,a,2,a2,984.9,ProportionMelampyrum sylvaticum,ProportionZDensityColeopteraTOTAL,,x
78985,a,2,a2,984.9,ProportionMycelis muralis,ProportionZDensityColeopteraTOTAL,,x
78986,a,2,a2,984.9,ProportionMyosotes sp#,ProportionZDensityColeopteraTOTAL,,x
78987,a,2,a2,984.9,ProportionNeottia ovata,ProportionZDensityColeopteraTOTAL,,x
78988,a,2,a2,984.9,ProportionOdontites luteus,ProportionZDensityColeopteraTOTAL,,x
78989,a,2,a2,984.9,ProportionOnobrychis vicifolia,ProportionZDensityColeopteraTOTAL,,x
78991,a,2,a2,984.9,ProportionOphrus apifera,ProportionZDensityColeopteraTOTAL,,x
78992,a,2,a2,984.9,ProportionOphrus insectifera,ProportionZDensityColeopteraTOTAL,,x
78993,a,2,a2,984.9,ProportionOrchis mascula,ProportionZDensityColeopteraTOTAL,,x
78995,a,2,a2,984.9,ProportionOriganum vulgare,ProportionZDensityColeopteraTOTAL,,x
78997,a,2,a2,984.9,ProportionPastinaca sativa,ProportionZDensityColeopteraTOTAL,,x
78999,a,2,a2,984.9,ProportionPhyteuma orbiculare,ProportionZDensityColeopteraTOTAL,,x
79005,a,2,a2,984.9,ProportionPlatanthera chlorantha,ProportionZDensityColeopteraTOTAL,,x
79006,a,2,a2,984.9,ProportionPolygala alpestris,ProportionZDensityColeopteraTOTAL,,x
79009,a,2,a2,984.9,ProportionPolygonum aviculare,ProportionZDensityColeopteraTOTAL,,x
79011,a,2,a2,984.9,ProportionPotentilla sp#,ProportionZDensityColeopteraTOTAL,,x
79012,a,2,a2,984.9,ProportionPrimula veris,ProportionZDensityColeopteraTOTAL,,x
79014,a,2,a2,984.9,ProportionPulsatilla sp#,ProportionZDensityColeopteraTOTAL,,x
79016,a,2,a2,984.9,ProportionReseda lutea,ProportionZDensityColeopteraTOTAL,,x
79017,a,2,a2,984.9,ProportionRhinanthus minor,ProportionZDensityColeopteraTOTAL,,x
79020,a,2,a2,984.9,ProportionRumex sp#,ProportionZDensityColeopteraTOTAL,,x
79022,a,2,a2,984.9,ProportionSambucus sp#,ProportionZDensityColeopteraTOTAL,,x
79024,a,2,a2,984.9,ProportionSaponaria ocymoides?,ProportionZDensityColeopteraTOTAL,,x
79025,a,2,a2,984.9,ProportionSedum album,ProportionZDensityColeopteraTOTAL,,x
79026,a,2,a2,984.9,ProportionSedum sp# yellow,ProportionZDensityColeopteraTOTAL,,x
79027,a,2,a2,984.9,ProportionSenecio sp#,ProportionZDensityColeopteraTOTAL,,x
79028,a,2,a2,984.9,ProportionSilene dioica,ProportionZDensityColeopteraTOTAL,,x
79029,a,2,a2,984.9,ProportionSilene nutans,ProportionZDensityColeopteraTOTAL,,x
79031,a,2,a2,984.9,ProportionSisymbrium officinale,ProportionZDensityColeopteraTOTAL,,x
79032,a,2,a2,984.9,ProportionSolanum dulgamara,ProportionZDensityColeopteraTOTAL,,x
79033,a,2,a2,984.9,ProportionSolidago virgaurea,ProportionZDensityColeopteraTOTAL,,x
79034,a,2,a2,984.9,ProportionSpiranthes spiralis,ProportionZDensityColeopteraTOTAL,,x
79035,a,2,a2,984.9,ProportionStachys officinalis,ProportionZDensityColeopteraTOTAL,,x
79036,a,2,a2,984.9,ProportionStachys recta,ProportionZDensityColeopteraTOTAL,,x
79037,a,2,a2,984.9,ProportionTaraxacum sp#,ProportionZDensityColeopteraTOTAL,,x
79042,a,2,a2,984.9,ProportionTragopodon pratensis,ProportionZDensityColeopteraTOTAL,,x
79043,a,2,a2,984.9,ProportionTrifolium badium,ProportionZDensityColeopteraTOTAL,,x
79044,a,2,a2,984.9,ProportionTrifolium campestre,ProportionZDensityColeopteraTOTAL,,x
79048,a,2,a2,984.9,ProportionTrolleis europaeus,ProportionZDensityColeopteraTOTAL,,x
79049,a,2,a2,984.9,ProportionUrtica dioica,ProportionZDensityColeopteraTOTAL,,x
79050,a,2,a2,984.9,ProportionVaccinium vitis-idaea,ProportionZDensityColeopteraTOTAL,,x
79051,a,2,a2,984.9,ProportionValeriana,ProportionZDensityColeopteraTOTAL,,x
79052,a,2,a2,984.9,ProportionVerbena officinalis,ProportionZDensityColeopteraTOTAL,,x
79053,a,2,a2,984.9,ProportionVeronica chamaedris,ProportionZDensityColeopteraTOTAL,,x
79054,a,2,a2,984.9,ProportionVeronica officinalis,ProportionZDensityColeopteraTOTAL,,x
79055,a,2,a2,984.9,ProportionVeronica sp#,ProportionZDensityColeopteraTOTAL,,x
79056,a,2,a2,984.9,ProportionVeronica spicata,ProportionZDensityColeopteraTOTAL,,x
79057,a,2,a2,984.9,ProportionVeronica teucrium,ProportionZDensityColeopteraTOTAL,,x
79058,a,2,a2,984.9,ProportionVicia cracca,ProportionZDensityColeopteraTOTAL,,x
79059,a,2,a2,984.9,ProportionVicia sepium,ProportionZDensityColeopteraTOTAL,,x
79061,a,2,a2,984.9,ProportionViola sp#,ProportionZDensityColeopteraTOTAL,,x
121337,a,3,a3,949.8,ProportionAconitum anthora,ProportionZDensityColeopteraTOTAL,,x
121338,a,3,a3,949.8,ProportionAconitum napellus,ProportionZDensityColeopteraTOTAL,,x
121339,a,3,a3,949.8,ProportionAegopodium podagraria,ProportionZDensityColeopteraTOTAL,,x
121341,a,3,a3,949.8,ProportionAjuga pyramidalis,ProportionZDensityColeopteraTOTAL,,x
121342,a,3,a3,949.8,ProportionAjuga reptans,ProportionZDensityColeopteraTOTAL,,x
121343,a,3,a3,949.8,ProportionAlchemilla sp#,ProportionZDensityColeopteraTOTAL,,x
121344,a,3,a3,949.8,ProportionAllium carinatum,ProportionZDensityColeopteraTOTAL,,x
121345,a,3,a3,949.8,ProportionAnacamptis pyramidalis,ProportionZDensityColeopteraTOTAL,,x
121346,a,3,a3,949.8,ProportionAnemone narcissiflora,ProportionZDensityColeopteraTOTAL,,x
121348,a,3,a3,949.8,ProportionAnthyllis vulneraria,ProportionZDensityColeopteraTOTAL,,x
121352,a,3,a3,949.8,ProportionArnica montana,ProportionZDensityColeopteraTOTAL,,x
121354,a,3,a3,949.8,ProportionAster amellus,ProportionZDensityColeopteraTOTAL,,x
121355,a,3,a3,949.8,ProportionAster bellidiastrum,ProportionZDensityColeopteraTOTAL,,x
121356,a,3,a3,949.8,ProportionAtroba belladonna,ProportionZDensityColeopteraTOTAL,,x
121357,a,3,a3,949.8,ProportionBellis perennis,ProportionZDensityColeopteraTOTAL,,x
121358,a,3,a3,949.8,ProportionBistorta vivipara,ProportionZDensityColeopteraTOTAL,,x
121362,a,3,a3,949.8,ProportionCapsella bursa-pastoris,ProportionZDensityColeopteraTOTAL,,x
121363,a,3,a3,949.8,ProportionCarduus defloratus,ProportionZDensityColeopteraTOTAL,,x
121364,a,3,a3,949.8,ProportionCarduus nutans,ProportionZDensityColeopteraTOTAL,,x
121366,a,3,a3,949.8,ProportionCarlina vulgaris,ProportionZDensityColeopteraTOTAL,,x
121369,a,3,a3,949.8,ProportionCentaurium sp#,ProportionZDensityColeopteraTOTAL,,x
121370,a,3,a3,949.8,ProportionCephalanthera longifolia,ProportionZDensityColeopteraTOTAL,,x
121372,a,3,a3,949.8,ProportionChenopodium sp#,ProportionZDensityColeopteraTOTAL,,x
121373,a,3,a3,949.8,ProportionCichorium intybus,ProportionZDensityColeopteraTOTAL,,x
121375,a,3,a3,949.8,ProportionCirsium arvense,ProportionZDensityColeopteraTOTAL,,x
121377,a,3,a3,949.8,ProportionCoeglossum viride,ProportionZDensityColeopteraTOTAL,,x
121378,a,3,a3,949.8,ProportionConvolvulus arvensis,ProportionZDensityColeopteraTOTAL,,x
121379,a,3,a3,949.8,ProportionConyza sp#,ProportionZDensityColeopteraTOTAL,,x
121380,a,3,a3,949.8,ProportionCrepis sp#,ProportionZDensityColeopteraTOTAL,,x
121381,a,3,a3,949.8,ProportionCrepis sp# 2,ProportionZDensityColeopteraTOTAL,,x
121382,a,3,a3,949.8,ProportionCrepis/Hieracium,ProportionZDensityColeopteraTOTAL,,x
121384,a,3,a3,949.8,ProportionCuscuta europaeae,ProportionZDensityColeopteraTOTAL,,x
121386,a,3,a3,949.8,ProportionDianthus sp#,ProportionZDensityColeopteraTOTAL,,x
121388,a,3,a3,949.8,ProportionEpilobium sp#,ProportionZDensityColeopteraTOTAL,,x
121389,a,3,a3,949.8,ProportionEuphorbia cyparissias,ProportionZDensityColeopteraTOTAL,,x
121391,a,3,a3,949.8,ProportionFragaria sp#,ProportionZDensityColeopteraTOTAL,,x
121394,a,3,a3,949.8,ProportionGentiana sp#,ProportionZDensityColeopteraTOTAL,,x
121395,a,3,a3,949.8,ProportionGentiana verna,ProportionZDensityColeopteraTOTAL,,x
121397,a,3,a3,949.8,ProportionGeranium sanguineum?,ProportionZDensityColeopteraTOTAL,,x
121398,a,3,a3,949.8,ProportionGeranium sp#,ProportionZDensityColeopteraTOTAL,,x
121399,a,3,a3,949.8,ProportionGeranium sylvaticum,ProportionZDensityColeopteraTOTAL,,x
121400,a,3,a3,949.8,ProportionGlobularia cardiflora,ProportionZDensityColeopteraTOTAL,,x
121402,a,3,a3,949.8,ProportionGymnadenia conopsea,ProportionZDensityColeopteraTOTAL,,x
121408,a,3,a3,949.8,ProportionLamium album,ProportionZDensityColeopteraTOTAL,,x
121410,a,3,a3,949.8,ProportionLathyrus sp#,ProportionZDensityColeopteraTOTAL,,x
121415,a,3,a3,949.8,ProportionMaianthemum bifolium,ProportionZDensityColeopteraTOTAL,,x
121416,a,3,a3,949.8,ProportionMalva neglecta,ProportionZDensityColeopteraTOTAL,,x
121418,a,3,a3,949.8,ProportionMedicago minima,ProportionZDensityColeopteraTOTAL,,x
121420,a,3,a3,949.8,ProportionMelampyrum sylvaticum,ProportionZDensityColeopteraTOTAL,,x
121421,a,3,a3,949.8,ProportionMycelis muralis,ProportionZDensityColeopteraTOTAL,,x
121422,a,3,a3,949.8,ProportionMyosotes sp#,ProportionZDensityColeopteraTOTAL,,x
121423,a,3,a3,949.8,ProportionNeottia ovata,ProportionZDensityColeopteraTOTAL,,x
121424,a,3,a3,949.8,ProportionOdontites luteus,ProportionZDensityColeopteraTOTAL,,x
121425,a,3,a3,949.8,ProportionOnobrychis vicifolia,ProportionZDensityColeopteraTOTAL,,x
121427,a,3,a3,949.8,ProportionOphrus apifera,ProportionZDensityColeopteraTOTAL,,x
121428,a,3,a3,949.8,ProportionOphrus insectifera,ProportionZDensityColeopteraTOTAL,,x
121429,a,3,a3,949.8,ProportionOrchis mascula,ProportionZDensityColeopteraTOTAL,,x
121431,a,3,a3,949.8,ProportionOriganum vulgare,ProportionZDensityColeopteraTOTAL,,x
121432,a,3,a3,949.8,ProportionParnassia palustris,ProportionZDensityColeopteraTOTAL,,x
121433,a,3,a3,949.8,ProportionPastinaca sativa,ProportionZDensityColeopteraTOTAL,,x
121435,a,3,a3,949.8,ProportionPhyteuma orbiculare,ProportionZDensityColeopteraTOTAL,,x
121438,a,3,a3,949.8,ProportionPlantago major,ProportionZDensityColeopteraTOTAL,,x
121440,a,3,a3,949.8,ProportionPlanthera bifolia,ProportionZDensityColeopteraTOTAL,,x
121441,a,3,a3,949.8,ProportionPlatanthera chlorantha,ProportionZDensityColeopteraTOTAL,,x
121442,a,3,a3,949.8,ProportionPolygala alpestris,ProportionZDensityColeopteraTOTAL,,x
121443,a,3,a3,949.8,ProportionPolygala comosa,ProportionZDensityColeopteraTOTAL,,x
121444,a,3,a3,949.8,ProportionPolygala vulgaris,ProportionZDensityColeopteraTOTAL,,x
121448,a,3,a3,949.8,ProportionPrimula veris,ProportionZDensityColeopteraTOTAL,,x
121450,a,3,a3,949.8,ProportionPulsatilla sp#,ProportionZDensityColeopteraTOTAL,,x
121452,a,3,a3,949.8,ProportionReseda lutea,ProportionZDensityColeopteraTOTAL,,x
121453,a,3,a3,949.8,ProportionRhinanthus minor,ProportionZDensityColeopteraTOTAL,,x
121456,a,3,a3,949.8,ProportionRumex sp#,ProportionZDensityColeopteraTOTAL,,x
121458,a,3,a3,949.8,ProportionSambucus sp#,ProportionZDensityColeopteraTOTAL,,x
121459,a,3,a3,949.8,ProportionSanguisorba minor,ProportionZDensityColeopteraTOTAL,,x
121460,a,3,a3,949.8,ProportionSaponaria ocymoides?,ProportionZDensityColeopteraTOTAL,,x
121463,a,3,a3,949.8,ProportionSenecio sp#,ProportionZDensityColeopteraTOTAL,,x
121464,a,3,a3,949.8,ProportionSilene dioica,ProportionZDensityColeopteraTOTAL,,x
121465,a,3,a3,949.8,ProportionSilene nutans,ProportionZDensityColeopteraTOTAL,,x
121467,a,3,a3,949.8,ProportionSisymbrium officinale,ProportionZDensityColeopteraTOTAL,,x
121469,a,3,a3,949.8,ProportionSolidago virgaurea,ProportionZDensityColeopteraTOTAL,,x
121470,a,3,a3,949.8,ProportionSpiranthes spiralis,ProportionZDensityColeopteraTOTAL,,x
121472,a,3,a3,949.8,ProportionStachys recta,ProportionZDensityColeopteraTOTAL,,x
121476,a,3,a3,949.8,ProportionThesium sp#,ProportionZDensityColeopteraTOTAL,,x
121478,a,3,a3,949.8,ProportionTragopodon pratensis,ProportionZDensityColeopteraTOTAL,,x
121479,a,3,a3,949.8,ProportionTrifolium badium,ProportionZDensityColeopteraTOTAL,,x
121480,a,3,a3,949.8,ProportionTrifolium campestre,ProportionZDensityColeopteraTOTAL,,x
121484,a,3,a3,949.8,ProportionTrolleis europaeus,ProportionZDensityColeopteraTOTAL,,x
121486,a,3,a3,949.8,ProportionVaccinium vitis-idaea,ProportionZDensityColeopteraTOTAL,,x
121487,a,3,a3,949.8,ProportionValeriana,ProportionZDensityColeopteraTOTAL,,x
121488,a,3,a3,949.8,ProportionVerbena officinalis,ProportionZDensityColeopteraTOTAL,,x
121489,a,3,a3,949.8,ProportionVeronica chamaedris,ProportionZDensityColeopteraTOTAL,,x
121490,a,3,a3,949.8,ProportionVeronica officinalis,ProportionZDensityColeopteraTOTAL,,x
121491,a,3,a3,949.8,ProportionVeronica sp#,ProportionZDensityColeopteraTOTAL,,x
121495,a,3,a3,949.8,ProportionVicia sepium,ProportionZDensityColeopteraTOTAL,,x
121496,a,3,a3,949.8,ProportionVincetoxicum hirundinaria,ProportionZDensityColeopteraTOTAL,,x
121497,a,3,a3,949.8,ProportionViola sp#,ProportionZDensityColeopteraTOTAL,,x
163772,a,4,a4,1002.8,ProportionAcinos alpinus,ProportionZDensityColeopteraTOTAL,,x
163773,a,4,a4,1002.8,ProportionAconitum anthora,ProportionZDensityColeopteraTOTAL,,x
163774,a,4,a4,1002.8,ProportionAconitum napellus,ProportionZDensityColeopteraTOTAL,,x
